coupe_ID,folder_directory,filename,clip_length,survey_date,observation_time,n_obs,observation,species,notices_drone,changes_behaviour,behaviour_1,behaviour_2,behaviour_3,time_looking,description,comments
Coupe 146_009_0009,spatial/Fieldmaster/Coupe 146_009_0009/Media,DJI_20230830190939_0003_S.MP4,00:16,30/08/2023,19:09,1,1,Bushtail Possum,N,N,idle_looking_away,,,,,
Coupe 146_009_0009,spatial/Fieldmaster/Coupe 146_009_0009/Media,DJI_20230830191944_0004_S.MP4,00:07,30/08/2023,19:19,1,1,Sugar Glider,N,N,idle_looking_away,,,, ,such a cutie
Coupe 146-012-0001,spatial/Fieldmaster/Coupe 146-012-0001/Media,DJI_20231114211955_0001_S.MP4,02:27,14/11/2023,21:20,1,1,Sugar Glider,N,N,moving,,,,,
Coupe 146-012-0001,spatial/Fieldmaster/Coupe 146-012-0001/Media,DJI_20231114213622_0002_S.MP4,04:07,14/11/2023,21:35,1,1,Sugar Glider,N,N,moving,,,,,
Coupe 146-012-0001,spatial/Fieldmaster/Coupe 146-012-0001/Media,DJI_20231114215528_0003_S.MP4,01:00,14/11/2023,21:55,1,1,Sugar Glider,N,N,moving,,,,,
Coupe 146-012-0001,spatial/Fieldmaster/Coupe 146-012-0001/Media,DJI_20231114234637_0005_S.MP4,01:38,14/11/2023,23:47,1,1,Sugar Glider,N,N,moving,,,,,
Coupe 146-012-0001,spatial/Fieldmaster/Coupe 146-012-0001/Media,DJI_20231114235109_0006_S.MP4,01:25,14/11/2023,23:51,2,1,Bushtail Possum,N,N,feeding,,,,,
Coupe 146-012-0001,spatial/Fieldmaster/Coupe 146-012-0001/Media,DJI_20231114235109_0006_S.MP4,01:25,14/11/2023,23:51,2,2,Bushtail Possum,N,N,idle_looking_away,,,,,baby on mamas' back
Coupe 146-012-0001,spatial/Fieldmaster/Coupe 146-012-0001/Media,DJI_20231115000025_0007_S.MP4,01:29,15/11/2023,00:00,1,1,Bushtail Possum,N,N,idle_looking_away,,,,,
Coupe 146-012-0001,spatial/Fieldmaster/Coupe 146-012-0001/Media,DJI_20231115002159_0008_S.MP4,02:02,15/11/2023,00:22,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 146-012-0001,spatial/Fieldmaster/Coupe 146-012-0001/Media,DJI_20231115002645_0009_S.MP4,00:26,15/11/2023,00:26,1,1,Bushtail Possum,N,N,idle_looking_away,,,,,
Coupe 146-012-0006,spatial/Fieldmaster/Coupe 146-012-0006/Media,DJI_20231025205304_0002_S.MP4,00:09,25/10/2023,20:53,4,1,Pied Currawong,N,N,idle_looking_away,,,,,
Coupe 146-012-0006,spatial/Fieldmaster/Coupe 146-012-0006/Media,DJI_20231025220649_0001_S.MP4,00:19,25/10/2023,22:06,1,1,Bushtail Possum,N,N,idle_looking_away,,,,,
Coupe 146-012-0006,spatial/Fieldmaster/Coupe 146-012-0006/Media,DJI_20231025223329_0002_S.MP4,00:19,25/10/2023,22:33,1,1,Bushtail Possum,N,N,idle_looking_away,,,,,
Coupe 146-012-0006,spatial/Fieldmaster/Coupe 146-012-0006/Media,DJI_20231025223619_0003_S.MP4,01:58,25/10/2023,22:36,1,1,Yellow Beliie Glider,N,N,moving,,,,,
Coupe 146-012-0006,spatial/Fieldmaster/Coupe 146-012-0006/Media,DJI_20231025230115_0004_S.MP4,00:13,25/10/2023,23:01,6,,Pied Currawong,N,N,idle_looking_away,,,,,
Coupe 146-012-0006,spatial/Fieldmaster/Coupe 146-012-0006/Media,DJI_20231026205635_0002_S.MP4,00:16,26/10/2023,20:54,1,1,Sugar Glider,N,N,idle_looking_away,,,,,
Coupe 146-012-0006,spatial/Fieldmaster/Coupe 146-012-0006/Media,DJI_20231026220632_0003_S.MP4,00:56,26/10/2023,22:06,1,1,Pied Currawong,N,N,idle_looking_away,,,,,
Coupe 146-012-0006,spatial/Fieldmaster/Coupe 146-012-0006/Media,DJI_20231026221745_0004_S.MP4,00:10,26/10/2023,22:17,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 149-021-0108,spatial/Fieldmaster/Coupe 149-021-0108/Media,DJI_20230829183614_0001_S.MP4,01:39,29/08/2023,18:36,1,1,Bushtail Possum,N,N,feeding,,,,,
Coupe 149-021-0108,spatial/Fieldmaster/Coupe 149-021-0108/Media,DJI_20230829183909_0002_S.MP4,00:23,29/08/2023,18:39,4,1,Wombats,N,N,moving,,,,,
Coupe 149-021-0108,spatial/Fieldmaster/Coupe 149-021-0108/Media,DJI_20230829183909_0002_S.MP4,00:23,29/08/2023,18:39,4,2,Wombats,N,N,idle_looking_away,,,,,
Coupe 149-021-0108,spatial/Fieldmaster/Coupe 149-021-0108/Media,DJI_20230829183909_0002_S.MP4,00:23,29/08/2023,18:39,4,3,Wombats,N,N,idle_looking_away,,,,,
Coupe 149-021-0108,spatial/Fieldmaster/Coupe 149-021-0108/Media,DJI_20230829183909_0002_S.MP4,00:23,29/08/2023,18:39,4,4,Wombats,N,N,idle_looking_away,,,,,
Coupe 149-021-0108,spatial/Fieldmaster/Coupe 149-021-0108/Media,DJI_20230829184014_0004_S.MP4,00:14,29/08/2023,18:40,3,1,White-winged chough,N,N,idle_looking_away,,,,,
Coupe 149-021-0108,spatial/Fieldmaster/Coupe 149-021-0108/Media,DJI_20230829184145_0005_S.MP4,00:23,29/08/2023,18:41,2,,Kangoroo,N,N,moving,,,,,
Coupe 149-021-0108,spatial/Fieldmaster/Coupe 149-021-0108/Media,DJI_20230831185421_0002_S.MP4,00:14,31/08/2023,18:54,1,1,Bushtail Possum,N,N,idle_looking_away,,,,,
Coupe 149-021-0108,spatial/Fieldmaster/Coupe 149-021-0108/Media,DJI_20230831190259_0004_S.MP4,00:18,31/08/2023,19:02,1,1,Bushtail Possum,N,N,moving,,,,,
Coupe 149-021-0108,spatial/Fieldmaster/Coupe 149-021-0108/Media,DJI_20230831191617_0006_S.MP4,00:26,31/08/2023,19:16,1,1,Bushtail Possum,N,N,idle_looking_away,,,,,
Coupe 149-021-0108,spatial/Fieldmaster/Coupe 149-021-0108/Media,DJI_20230831192509_0007_S.MP4,00:19,31/08/2023,19:25,1,1,Sugar Glider,N,N,moving,,,,,
Coupe 149-021-0108,spatial/Fieldmaster/Coupe 149-021-0108/Media,DJI_20230831193809_0008_S.MP4,00:35,31/08/2023,19:38,1,1,Bushtail Possum,N,N,idle_looking_away,,,,,
Coupe 149-021-0108,spatial/Fieldmaster/Coupe 149-021-0108/Media,DJI_20230831194330_0009_S.MP4,01:03,31/08/2023,19:43,1,1,Bushtail Possum,N,N,idle_looking_away,,,,,
Coupe 149-021-0108,spatial/Fieldmaster/Coupe 149-021-0108/Media,DJI_20230831194830_0010_S.MP4,00:51,31/08/2023,19:48,1,1,Bushtail Possum,N,N,feeding,,,,,
Coupe 172-501-0107,spatial/Fieldmaster/Coupe 172-501-0107/Media,DJI_20231018213351_0004_S.MP4,00:18,18/10/2023,21:33,1,1,Koala,N,N,feeding,,,,,
Coupe 172-501-0107,spatial/Fieldmaster/Coupe 172-501-0107/Media,DJI_20231018215437_0005_S.MP4,00:05,18/10/2023,21:54,1,1,Koala,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010205006_0002_S.MP4,00:21,10/10/2023,20:50,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010212443_0003_S.MP4,00:35,10/10/2023,21:24,1,1,Ringtail Possum,Y,N,idle_looking_away,idle_looking_away,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010212855_0004_S.MP4,00:07,10/10/2023,21:28,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010214453_0007_S.MP4,00:22,10/10/2023,21:45,2,1,Ringtail Possum,N,N,feeding,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010214453_0007_S.MP4,00:22,10/10/2023,21:45,2,2,Ringtail Possum,N,N,feeding,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010220247_0009_S.MP4,00:33,10/10/2023,22:02,1,2,Ringtail Possum,N,N,feeding,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010220531_0010_S.MP4,00:50,10/10/2023,22:05,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010220815_0011_S.MP4,00:19,10/10/2023,22:08,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010221612_0012_S.MP4,00:49,10/10/2023,22:16,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010222827_0013_S.MP4,00:09,10/10/2023,22:28,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010223141_0014_S.MP4,00:08,10/10/2023,22:31,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010223705_0015_S.MP4,01:22,10/10/2023,22:37,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010224934_0002_S.MP4,00:07,10/10/2023,22:49,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010230459_0004_S.MP4,00:09,10/10/2023,23:04,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010231505_0005_S.MP4,00:26,10/10/2023,23:15,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010231905_0006_S.MP4,00:07,10/10/2023,23:19,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010232421_0007_S.MP4,00:07,10/10/2023,23:24,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010232921_0008_S.MP4,00:15,10/10/2023,23:29,1,1,Ringtail Possum,N,N,moving,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010233936_0009_S.MP4,02:26,10/10/2023,23:39,1,1,Koala,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010234327_0010_S.MP4,00:15,10/10/2023,23:43,1,1,Ringtail Possum,N,N,feeding,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010235138_0011_S.MP4,00:24,10/10/2023,23:51,1,1,Ringtail Possum,N,N,feeding,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010235423_0012_S.MP4,00:28,10/10/2023,23:54,1,1,Ringtail Possum,N,N,feeding,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231010235521_0013_S.MP4,00:17,10/10/2023,23:55,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011000044_0014_S.MP4,00:23,11/11/2023,00:00,1,1,Ringtail Possum,N,N,feeding,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011000251_0015_S.MP4,00:11,11/11/2023,00:02,1,1,Ringtail Possum,N,N,feeding,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011000635_0016_S.MP4,00:21,11/11/2023,00:06,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011001204_0018_S.MP4,00:13,11/11/2023,00:12,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011001303_0019_S.MP4,00:03,11/11/2023,00:13,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011002037_0020_S.MP4,00:28,11/11/2023,00:20,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011002211_0021_S.MP4,00:16,11/11/2023,00:22,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011002436_0022_S.MP4,00:15,11/11/2023,00:24,1,1,Ringtail Possum,N,N,feeding,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011002916_0023_S.MP4,00:05,11/11/2023,00:29,1,1,Ringtail Possum,N,N,feeding,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011003244_0024_S.MP4,00:05,11/11/2023,00:32,1,1,Ringtail Possum,N,N,feeding,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011202530_0001_S.MP4,00:13,11/11/2023,20:25,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011204345_0002_S.MP4,03:58,11/11/2023,20:43,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011204745_0003_S.MP4,00:37,11/11/2023,20:47,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011205319_0004_S.MP4,00:04,11/11/2023,20:53,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011205753_0005_S.MP4,00:16,11/11/2023,20:57,1,1,Ringtail Possum,N,N,moving,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011205943_0006_S.MP4,00:09,11/11/2023,20:59,1,1,Ringtail Possum,N,N,moving,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011211042_0001_S.MP4,00:06,11/11/2023,21:10,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011211224_0002_S.MP4,00:06,11/11/2023,21:12,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011211331_0003_S.MP4,00:05,11/11/2023,21:13,1,1,Ringtail Possum,N,N,feeding,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011211508_0004_S.MP4,00:08,11/11/2023,21:15,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011211633_0005_S.MP4,00:05,11/11/2023,21:16,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011213108_0008_S.MP4,00:05,11/11/2023,21:31,1,1,Ringtail Possum,N,N,moving,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011213232_0009_S.MP4,00:10,11/11/2023,21:32,1,1,Ringtail Possum,N,N,moving,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011213931_0011_S.MP4,00:06,11/11/2023,21:39,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011215427_0001_S.MP4,01:36,11/11/2023,21:54,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011215608_0002_S.MP4,00:05,11/11/2023,21:56,1,1,Ringtail Possum,N,N,moving,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011215744_0003_S.MP4,00:06,11/11/2023,21:57,1,1,Ringtail Possum,N,N,moving,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011215909_0004_S.MP4,00:06,11/11/2023,21:59,1,1,Ringtail Possum,N,N,feeding,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011220001_0005_S.MP4,00:06,11/11/2023,22:00,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011220126_0006_S.MP4,01:07,11/11/2023,22:01,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,second individual in the end of video
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011220432_0007_S.MP4,00:11,11/11/2023,22:04,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011220541_0008_S.MP4,00:18,11/11/2023,22:05,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011220745_0009_S.MP4,00:24,11/11/2023,22:07,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011221842_0001_S.MP4,00:43,11/11/2023,22:18,1,1,Ringtail Possum,Y,N,moving,moving,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011222136_0002_S.MP4,00:09,11/11/2023,22:21,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,check eyeshine 
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011222417_0003_S.MP4,00:15,11/11/2023,22:24,1,1,Ringtail Possum,N,N,moving,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011222800_0004_S.MP4,00:05,11/11/2023,22:28,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,video only 4 seconds
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011223001_0005_S.MP4,00:08,11/11/2023,22:30,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,video only 4 seconds
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011224540_0007_S.MP4,00:06,11/11/2023,22:45,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011230137_0009_S.MP4,00:14,11/11/2023,23:01,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011230449_0010_S.MP4,00:10,11/11/2023,23:04,1,1,Ringtail Possum,N,N,moving,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011230923_0011_S.MP4,00:15,11/11/2023,23:09,1,1,unknown,N,N,feeding,,,,,Maybe Ringtail
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011231608_0012_S.MP4,00:08,11/11/2023,23:16,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011232828_0014_S.MP4,00:37,11/11/2023,23:28,1,1,Sugar Glider,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011233427_0015_S.MP4,00:10,11/11/2023,23:33,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011234025_0016_S.MP4,00:28,11/11/2023,23:40,1,1,Ringtail Possum,Y,N,idle_looking_at_camera,idle_looking_at_camera,,2,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011234605_0019_S.MP4,00:14,11/11/2023,23:46,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 177-000-0001,spatial/Fieldmaster/Coupe 177-000-0001/Media,DJI_20231011234704_0020_S.MP4,00:15,11/11/2023,23:47,1,1,unknown,N,N,idle_looking_away,,,,,Maybe Ringtail
Coupe 185-000-0003,spatial/Fieldmaster/Coupe 185-000-0003/Media,DJI_20231016204102_0003_S.MP4,00:13,16/10/2023,20:41,1,1,Koala,N,N,idle_looking_away,,,,,
Coupe 185-000-0003,spatial/Fieldmaster/Coupe 185-000-0003/Media,DJI_20231016215958_0004_S.MP4,00:45,16/10/2023,21:00,1,1,Koala,N,N,idle_looking_away,,,,,
Coupe 185-000-0003,spatial/Fieldmaster/Coupe 185-000-0003/Media,DJI_20231016221727_0001_S.MP4,00:11,16/10/2023,22:17,1,1,Ringtail Possum,N,N,feeding,,,,,
Coupe 185-000-0003,spatial/Fieldmaster/Coupe 185-000-0003/Media,DJI_20231016223659_0002_S.MP4,00:04,16/10/2023,22:36,1,1,Koala,N,N,idle_looking_away,,,,,
Coupe 185-000-0003,spatial/Fieldmaster/Coupe 185-000-0003/Media,DJI_20231016234256_0002_S.MP4,00:23,16/10/2023,23:42,1,1,Brushtail Possum,N,N,feeding,,,,,
Coupe 185-000-0003,spatial/Fieldmaster/Coupe 185-000-0003/Media,DJI_20231016234404_0003_S.MP4,00:14,16/10/2023,23:44,1,1,Brushtail Possum,N,N,feeding,,,,,
Coupe 185-000-0003,spatial/Fieldmaster/Coupe 185-000-0003/Media,DJI_20231016234947_0005_S.MP4,00:06,16/10/2023,23:49,1,1,Brushtail Possum,N,N,feeding,,,,,
Coupe 185-000-0003,spatial/Fieldmaster/Coupe 185-000-0003/Media,DJI_20231016235603_0006_S.MP4,00:21,16/10/2023,23:56,1,1,Brushtail Possum,N,N,moving,,,,,
Coupe 185-000-0003,spatial/Fieldmaster/Coupe 185-000-0003/Media,DJI_20231017210027_0001_S.MP4,00:25,17/10/2023,21:00,1,1,Koala,N,N,idle_looking_away,,,,,
Coupe 185-000-0003,spatial/Fieldmaster/Coupe 185-000-0003/Media,DJI_20231017214256_0003_S.MP4,00:06,17/10/2023,21:42,1,1,Koala,N,N,idle_looking_away,,,,,
Coupe 193-538-0008,spatial/Fieldmaster/Coupe 193-538-0008/Media,DJI_20231024220836_0010_S.MP4,00:40,24/10/2023,22:08,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 193-538-0008,spatial/Fieldmaster/Coupe 193-538-0008/Media,DJI_20231024220644_0008_S.MP4,00:07,24/10/2023,22:06,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 193-538-0008,spatial/Fieldmaster/Coupe 193-538-0008/Media,DJI_20231024215003_0007_S.MP4,00:35,24/10/2023,21:50,1,1,Ringtail Possum,N,N,feeding,,,,,
Coupe 193-538-0008,spatial/Fieldmaster/Coupe 193-538-0008/Media,DJI_20231024214551_0006_S.MP4,00:05,24/10/2023,21:14,1,1,Ringtail Possum,N,N,feeding,,,,,
Coupe 193-538-0008,spatial/Fieldmaster/Coupe 193-538-0008/Media,DJI_20231024214230_0005_S.MP4,00:13,24/10/2023,21:42,1,1,Ringtail Possum,N,N,feeding,,,,,
Coupe 193-538-0008,spatial/Fieldmaster/Coupe 193-538-0008/Media,DJI_20231024213951_0004_S.MP4,00:14,24/10/2023,21:39,1,1,Koala,N,N,idle_looking_away,,,,,
Coupe 193-538-0008,spatial/Fieldmaster/Coupe 193-538-0008/Media,DJI_20231024213044_0003_S.MP4,00:06,24/10/2023,21:30,1,1,Ringtail Possum,N,N,idle_looking_away,,,,,
Coupe 193-538-0008,spatial/Fieldmaster/Coupe 193-538-0008/Media,DJI_20231024212355_0002_S.MP4,00:31,24/10/2023,21:23,1,1,Ringtail Possum,N,N,feeding,,,,,
